"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Url","Mins_Per_90","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG_minus_GA","per_90","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","OPA_Sweeper","OPA_Sweeper_per_90","AvgDist_Sweeper","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog"
2022,"Lille","Ligue 1","Ivo Grbic","CRO","GK","26-076",1996,"https://fbref.com/en/players/3f034750/Ivo-Grbic",21,21,21,1890,21,28,1.33,88,63,70.5,8,7,6,2,9.5,2,2,0,0,0,28,2,1,6,1,27.2,0.29,0.2,0.01,110,287,38.3,419,85,44.6,38.7,164,61,46.2,203,21,10.3,13,0.62,14.6,393,583,67.4,12097,7803,89,89,100,134,135,99.3,165,354,46.6,0,0,0,0,3,0,0,0
2022,"Lille","Ligue 1","Leonardo César Jardim","BRA","GK","27-015",1995,"https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim",9,9,9,810,9,7,0.78,31,24,80.6,4,4,1,7,77.8,2,1,1,0,50,7,1,0,2,0,6.6,0.2,-0.4,-0.04,37,111,33.3,168,41,43.5,36.3,69,55.1,45.4,74,5,6.8,7,0.78,15.9,162,237,68.4,4661,3088,37,37,100,63,63,100,60,135,44.4,0,0,0,0,1,0,0,0
2022,"Liverpool","Premier League","Alisson","BRA","GK","29-184",1992,"https://fbref.com/en/players/7a2e46a8/Alisson",28,28,28,2520,28,18,0.64,75,57,76,21,5,2,17,60.7,0,0,0,0,NA,18,0,0,2,1,21.6,0.29,4.6,0.16,130,251,51.8,911,151,21.4,29.8,131,42.7,38.7,177,17,9.6,41,1.46,17.5,903,1042,86.7,23983,13355,141,143,98.6,513,519,98.8,246,377,65.3,1,0.4,0.6,2,12,0,0,0
2022,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","23-132",1998,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher",2,2,2,180,2,2,1,8,5,75,1,1,0,1,50,0,0,0,0,NA,2,0,0,0,0,2.6,0.32,0.6,0.28,8,16,50,77,12,18.2,26.3,13,15.4,26.3,11,0,0,3,1.5,16.4,81,90,90,1869,742,17,17,100,50,50,100,14,23,60.9,0,0,0,0,0,0,0,0
2022,"Lorient","Ligue 1","Matthieu Dreyer","FRA","GK","33-015",1989,"https://fbref.com/en/players/fbf83734/Matthieu-Dreyer",8,8,8,720,8,10,1.25,28,18,64.3,3,2,3,5,62.5,0,0,0,0,NA,10,0,0,0,0,8.3,0.3,-1.7,-0.21,50,131,38.2,172,19,45.3,39.3,68,77.9,52.5,70,0,0,1,0.13,12.7,155,240,64.6,5306,3323,16,16,100,69,70,98.6,70,153,45.8,0,0,0,0,0,0,0,0
2022,"Lorient","Ligue 1","Paul Nardi","FRA","GK","27-321",1994,"https://fbref.com/en/players/2d70dbe5/Paul-Nardi",22,22,22,1980,22,38,1.73,88,56,61.4,3,8,11,4,18.2,5,4,0,1,0,38,4,4,3,2,31.6,0.32,-4.4,-0.2,81,317,25.6,361,75,51,43.3,176,75.6,58.9,209,6,2.9,7,0.32,13.1,296,537,55.1,9649,6215,55,56,98.2,117,120,97.5,123,360,34.2,0,0,0,0,11,1,0,0
2022,"Lyon","Ligue 1","Anthony Lopes","POR","GK","31-185",1990,"https://fbref.com/en/players/f00de885/Anthony-Lopes",28.8,29,29,2593,28.8,38,1.32,127,94,72.4,11,10,8,7,24.1,3,3,0,0,0,38,3,1,6,3,36.2,0.27,1.2,0.04,133,273,48.7,793,127,27.2,31.2,185,30.8,33.1,213,10,4.7,21,0.73,15.4,827,978,84.6,22457,13033,139,140,99.3,409,410,99.8,278,426,65.3,0,0,0,0,3,0,0,0
2022,"Lyon","Ligue 1","Julian Pollersbeck","GER","GK","27-231",1994,"https://fbref.com/en/players/d6f6ce93/Julian-Pollersbeck",1.2,2,1,105,1.2,1,0.86,6,6,100,1,0,0,1,100,1,1,0,0,0,1,1,0,0,0,1.4,0.07,0.4,0.3,5,11,45.5,28,7,35.7,35.1,6,16.7,24.8,6,0,0,0,0,13,28,34,82.4,709,460,10,10,100,11,11,100,7,13,53.8,0,0,0,0,1,0,0,0
2022,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","33-108",1988,"https://fbref.com/en/players/420c18a1/Yann-Sommer",28,28,28,2520,28,52,1.86,154,104,67.5,9,7,12,4,14.3,4,2,2,0,50,52,2,1,5,1,56.1,0.34,5.1,0.18,192,467,41.1,1038,128,37,34.8,173,48,40.8,194,13,6.7,31,1.11,15.4,916,1211,75.6,25996,14706,171,173,98.8,404,406,99.5,337,626,53.8,1,0.3,0.7,1,13,1,0,1
2022,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","27-158",1994,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner",27,27,27,2430,27,31,1.15,96,68,69.8,11,5,11,9,33.3,3,2,1,0,33.3,31,2,0,1,1,29.9,0.29,-0.1,0,121,350,34.6,629,147,40.1,37.6,201,48.8,43.1,211,20,9.5,35,1.3,16.7,581,830,70,16472,9341,133,135,98.5,240,241,99.6,199,444,44.8,0,0,0,0,20,1,0,0
2022,"Mallorca","La Liga","Dominik Greif","SVK","GK","24-363",1997,"https://fbref.com/en/players/30061f53/Dominik-Greif",1,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,NA,3,0,1,0,0,1.1,0.19,-1.9,-1.87,2,13,15.4,21,6,42.9,37.8,10,40,37.4,8,0,0,1,1,13,20,31,64.5,489,206,8,8,100,5,5,100,7,18,38.9,0,0,0,0,0,0,0,0
2022,"Mallorca","La Liga","Leonardo Román","ESP","GK","21-272",2000,"https://fbref.com/en/players/924ff27e/Leonardo-Roman",2,2,2,180,2,5,2.5,13,10,69.2,0,0,2,0,0,1,1,0,0,0,5,1,0,0,1,3.1,0.19,-0.9,-0.43,12,32,37.5,53,6,47.2,39.7,16,43.8,38.7,21,2,9.5,3,1.5,17,49,69,71,1460,824,10,10,100,19,19,100,20,40,50,0,0,0,0,1,0,0,0
2022,"Mallorca","La Liga","Manolo Reina","ESP","GK","37-003",1985,"https://fbref.com/en/players/605eb473/Manolo-Reina",18,18,18,1620,18,25,1.39,64,40,64.1,4,8,6,6,33.3,3,2,1,0,33.3,25,2,0,1,1,21.6,0.3,-2.4,-0.13,107,299,35.8,393,66,54.2,44.2,152,56.6,43.5,161,10,6.2,11,0.61,15,350,545,64.2,11306,7571,70,70,100,133,133,100,139,334,41.6,0,0.3,-0.3,1,6,0,0,0
2022,"Mallorca","La Liga","Sergio Rico","ESP","GK","28-215",1993,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",9,9,9,810,9,17,1.89,33,19,57.6,2,0,7,0,0,4,3,1,0,25,17,3,0,3,0,13.9,0.33,-3.1,-0.35,61,128,47.7,174,32,51.1,42.4,58,67.2,51.2,71,3,4.2,3,0.33,12.3,162,232,69.8,5950,4201,25,25,100,51,53,96.2,84,152,55.3,0,0,0,0,1,0,0,0
2022,"Manchester City","Premier League","Ederson","BRA","GK","28-230",1993,"https://fbref.com/en/players/3bb7b8b4/Ederson",29,29,29,2610,29,18,0.62,65,46,73.8,22,4,3,17,58.6,1,1,0,0,0,18,1,0,1,0,16.5,0.24,-1.5,-0.05,115,205,56.1,755,120,23.6,30,112,24.1,31.2,140,13,9.3,26,0.9,16.6,772,867,89,19950,11202,156,156,100,394,394,100,219,313,70,0,0.1,-0.1,1,9,1,0,1
2022,"Manchester City","Premier League","Zack Steffen","USA","GK","27-002",1995,"https://fbref.com/en/players/42130443/Zack-Steffen",1,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NA,0,0,0,0,0,0.3,0.16,0.3,0.31,4,9,44.4,31,6,22.6,26,7,28.6,25.3,7,0,0,2,2,17.5,33,38,86.8,638,313,18,18,100,10,10,100,5,10,50,0,0,0,0,0,0,0,0
2022,"Manchester Utd","Premier League","David de Gea","ESP","GK","31-148",1990,"https://fbref.com/en/players/7ba6d84e/David-de-Gea",30,30,30,2700,30,41,1.37,141,103,72.3,14,9,7,7,23.3,5,2,3,0,60,41,2,0,6,3,48.5,0.33,10.5,0.35,113,309,36.6,480,92,38.1,35.9,243,51.9,42.6,236,7,3,6,0.2,13.6,505,723,69.8,14697,8600,82,83,98.8,233,240,97.1,186,394,47.2,0,0,0,0,1,0,0,0
2022,"Marseille","Ligue 1","Pau López","ESP","GK","27-112",1994,"https://fbref.com/en/players/20b9f052/Pau-Lopez",26,26,26,2340,26,22,0.85,72,50,73.6,14,6,6,10,38.5,3,3,0,0,0,22,3,0,4,0,26.5,0.34,2.5,0.1,137,306,44.8,1047,127,23.6,29.4,146,40.4,37.5,161,24,14.9,26,1,16.5,1006,1193,84.3,25668,12790,174,175,99.4,554,559,99.1,272,452,60.2,1,0.6,0.4,1,12,0,0,2
2022,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","37-007",1985,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda",4,4,4,360,4,5,1.25,14,9,64.3,2,2,0,1,25,0,0,0,0,NA,5,0,0,3,1,3,0.21,-1,-0.26,15,25,60,87,15,21.8,29.6,30,20,30.3,36,3,8.3,5,1.25,17.8,102,117,87.2,2719,1735,27,28,96.4,42,44,95.5,33,45,73.3,0,0,0,1,3,0,0,0
2022,"Metz","Ligue 1","Alexandre Oukidja","ALG","GK","33-259",1988,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja",18,18,18,1617,18,36,2,77,45,57.1,2,7,9,3,16.7,3,3,0,0,0,36,3,1,2,2,29.9,0.35,-4.1,-0.23,132,313,42.2,360,107,54.7,45.2,139,83.5,60.2,154,24,15.6,20,1.11,15.8,316,499,63.3,12223,8471,26,26,100,107,109,98.2,181,362,50,0,0,0,0,8,1,0,0
2022,"Metz","Ligue 1","Marc-Aurèle Caillard","FRA","GK","27-327",1994,"https://fbref.com/en/players/5ee6e943/Marc-Aurele-Caillard",12,13,12,1083,12,18,1.5,51,34,68.6,2,4,6,4,33.3,2,2,0,0,0,18,2,0,6,0,18.5,0.34,0.5,0.04,80,198,40.4,197,58,50.8,42.7,111,88.3,60.7,101,3,3,4,0.33,13.3,186,308,60.4,7298,5346,20,20,100,72,73,98.6,94,215,43.7,0,0,0,0,5,0,0,0
2022,"Milan","Serie A","Ciprian Tataru<U+0219>anu","ROU","GK","36-054",1986,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu",6,6,6,540,6,10,1.67,21,14,61.9,4,1,1,1,16.7,3,2,1,0,33.3,10,2,0,1,1,9,0.3,0,-0.01,37,79,46.8,168,12,39.3,36.8,38,34.2,37.6,49,2,4.1,4,0.67,13,162,206,78.6,4995,3138,24,24,100,75,75,100,63,107,58.9,0,0,0,0,0,0,0,0
2022,"Milan","Serie A","Mike Maignan","FRA","GK","26-275",1995,"https://fbref.com/en/players/fcb38f57/Mike-Maignan",24,24,24,2160,24,19,0.79,80,63,78.8,16,5,3,11,45.8,2,2,0,0,0,19,2,0,4,1,23.4,0.27,5.4,0.23,144,312,46.2,718,122,37.6,35.9,112,37.5,37.3,171,21,12.3,21,0.88,15.7,654,830,78.8,19132,11088,119,119,100,275,275,100,258,434,59.4,1,0.4,0.6,2,13,0,0,0
2022,"Monaco","Ligue 1","Alexander Nübel","GER","GK","25-186",1996,"https://fbref.com/en/players/afb0c500/Alexander-Nubel",30,30,30,2700,30,31,1.03,102,80,75.5,13,8,9,9,30,7,6,0,1,0,31,6,0,5,3,33.3,0.27,5.3,0.18,141,346,40.8,694,130,33.6,34.5,217,52.1,43.9,203,9,4.4,16,0.53,15.3,695,911,76.3,20089,12061,123,123,100,318,318,100,251,466,53.9,0,0,0,0,3,0,0,3
2022,"Montpellier","Ligue 1","Dimitry Bertaud","FRA","GK","23-302",1998,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud",5.2,6,5,472,5.2,12,2.29,29,18,58.6,2,1,2,1,20,0,0,0,0,NA,12,0,1,1,1,10.2,0.35,-0.8,-0.16,44,100,44,126,29,51.6,39.8,55,63.6,48.1,56,8,14.3,1,0.19,12,125,181,69.1,4078,2846,27,27,100,47,47,100,51,107,47.7,0,0,0,0,1,1,0,0
2022,"Montpellier","Ligue 1","Jonas Omlin","SUI","GK","28-084",1994,"https://fbref.com/en/players/c631f952/Jonas-Omlin",24.8,25,25,2228,24.8,30,1.21,129,100,77.5,10,4,11,8,32,2,1,1,0,50,30,1,0,2,0,30.9,0.22,0.9,0.03,142,344,41.3,714,156,32.9,33.7,240,45.4,40.5,267,20,7.5,15,0.61,13.9,729,954,76.4,20298,11594,143,148,96.6,346,353,98,236,447,52.8,0,0,0,0,3,0,0,1
2022,"Nantes","Ligue 1","Alban Lafont","FRA","GK","23-071",1999,"https://fbref.com/en/players/4e7db402/Alban-Lafont",30,30,30,2700,30,33,1.1,113,81,71.7,13,6,11,8,26.7,3,1,2,0,66.7,33,1,0,5,1,32.4,0.27,0.4,0.01,161,502,32.1,646,97,50.2,44,224,79.5,57.2,217,15,6.9,19,0.63,14.7,515,870,59.2,17968,12768,62,63,98.4,218,221,98.6,234,584,40.1,0,0,0,0,14,0,0,0
2022,"Napoli","Serie A","Alex Meret","ITA","GK","25-013",1997,"https://fbref.com/en/players/9413b19f/Alex-Meret",4,4,4,360,4,2,0.5,13,11,84.6,4,0,0,2,50,0,0,0,0,NA,2,0,0,0,0,2.2,0.17,0.2,0.05,6,14,42.9,72,19,12.5,25.3,17,29.4,32.8,27,2,7.4,0,0,10.3,79,89,88.8,1869,954,20,20,100,32,33,97,25,34,73.5,0,0,0,0,0,0,0,0
2022,"Napoli","Serie A","David Ospina","COL","GK","33-216",1988,"https://fbref.com/en/players/82b1198a/David-Ospina",27,27,27,2430,27,21,0.78,90,71,77.8,16,6,5,11,40.7,1,1,0,0,0,21,1,0,3,1,24,0.26,4,0.15,109,246,44.3,705,104,30.6,31.8,128,23.4,26.9,183,16,8.7,16,0.59,14.6,671,833,80.6,17488,10512,137,138,99.3,299,306,97.7,227,379,59.9,0,0,0,0,5,0,0,0
2022,"Newcastle Utd","Premier League","Freddie Woodman","ENG","GK","25-031",1997,"https://fbref.com/en/players/19e50035/Freddie-Woodman",4,4,4,360,4,12,3,19,9,47.4,0,1,3,0,0,3,2,1,0,33.3,12,2,0,0,0,8.7,0.35,-3.3,-0.83,22,71,31,80,11,53.8,43.3,43,65.1,52,33,2,6.1,0,0,11.6,74,123,60.2,2481,1475,8,8,100,34,34,100,31,80,38.8,0,0,0,0,6,0,0,0
2022,"Newcastle Utd","Premier League","Karl Darlow","ENG","GK","31-178",1990,"https://fbref.com/en/players/cde3309f/Karl-Darlow",8,8,8,720,8,15,1.87,37,25,64.9,0,5,3,0,0,2,2,0,0,0,15,2,0,1,1,10.6,0.24,-3.4,-0.42,75,172,43.6,189,29,64.6,49.8,64,78.1,59.8,69,8,11.6,4,0.5,14.9,152,253,60.1,6707,4585,15,15,100,41,42,97.6,96,195,49.2,0,0,0,0,10,0,0,0
2022,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","33-079",1989,"https://fbref.com/en/players/3a949a25/Martin-Dubravka",18,18,18,1620,18,27,1.5,72,45,63.9,7,4,7,4,22.2,1,1,0,0,0,27,1,0,4,1,29.1,0.4,3.1,0.17,168,362,46.4,416,59,50.2,41.5,170,90,62.1,154,13,8.4,4,0.22,12.1,387,586,66,15196,10461,38,38,100,140,143,97.9,206,402,51.2,0,0,0,0,11,0,0,0
2022,"Nice","Ligue 1","Marcin Bulka","POL","GK","22-182",1999,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka",1,1,1,90,1,1,1,5,4,80,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,1.4,0.29,0.4,0.45,3,4,75,16,6,12.5,20.4,7,28.6,25.9,10,0,0,0,0,18.5,21,23,91.3,444,269,8,9,88.9,10,10,100,3,4,75,0,0,0,0,0,0,0,0
2022,"Nice","Ligue 1","Walter Benítez","ARG","GK","29-016",1993,"https://fbref.com/en/players/8a2248b4/Walter-Benitez",29,29,29,2610,29,23,0.79,108,89,82.4,15,7,7,12,41.4,5,4,1,0,20,23,4,1,1,0,31.1,0.25,8.1,0.28,144,355,40.6,589,122,38,34.5,214,61.2,46.6,267,11,4.1,17,0.59,13.9,582,803,72.5,17038,11673,131,131,100,242,245,98.8,207,424,48.8,0,0,0,0,1,0,0,0
2022,"Norwich City","Premier League","Angus Gunn","ENG","GK","26-072",1996,"https://fbref.com/en/players/e082af5b/Angus-Gunn",7,7,7,630,7,18,2.57,42,26,61.9,1,1,5,1,14.3,4,2,1,1,33.3,18,2,0,2,0,18.4,0.39,0.4,0.06,46,112,41.1,162,32,53.1,40.3,62,41.9,38.5,69,6,8.7,6,0.86,14.6,156,224,69.6,4841,2532,38,38,100,49,50,98,68,135,50.4,0,0,0,0,1,0,0,0
2022,"Norwich City","Premier League","Tim Krul","NED","GK","34-001",1988,"https://fbref.com/en/players/f23f9d20/Tim-Krul",23,23,23,2070,23,45,1.96,117,77,66.7,3,5,15,4,17.4,8,6,1,1,14.3,45,6,0,7,2,42.3,0.32,-0.7,-0.03,152,397,38.3,666,122,45.2,39.9,184,52.2,44.3,203,7,3.4,10,0.43,12.7,585,850,68.8,18845,10626,76,77,98.7,243,246,98.8,264,524,50.4,0,0.4,-0.4,2,6,1,0,1
2022,"Osasuna","La Liga","Juan Pérez","ESP","GK","25-263",1996,"https://fbref.com/en/players/8f29e08b/Juan-Perez",1,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NA,2,0,0,1,0,0.9,0.23,-1.1,-1.08,3,18,16.7,19,4,68.4,46.5,5,100,64.2,8,1,12.5,2,2,16.9,7,24,29.2,222,174,1,1,100,3,3,100,3,20,15,0,0,0,0,0,0,0,0
2022,"Osasuna","La Liga","Sergio Herrera","ESP","GK","28-303",1993,"https://fbref.com/en/players/a4995f48/Sergio-Herrera",29,29,29,2610,29,38,1.31,104,69,66.3,10,8,11,11,37.9,4,3,1,0,25,38,3,0,8,1,34.6,0.31,-2.4,-0.08,353,724,48.8,679,53,74.8,53.8,246,87.8,62,314,18,5.7,33,1.14,15.6,538,925,58.2,26403,21384,25,25,100,123,127,96.9,389,770,50.5,0,0,0,1,57,0,0,0
2022,"Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK","23-038",1999,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma",13,13,13,1170,13,12,0.92,50,38,78,10,1,2,4,30.8,1,1,0,0,0,12,1,0,2,0,14.4,0.28,2.4,0.18,30,50,60,280,87,13.6,23.6,73,16.4,21.4,83,5,6,18,1.38,17.4,327,353,92.6,6963,3675,104,104,100,151,154,98.1,68,91,74.7,0,0,0,0,0,0,0,0
2022,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","35-110",1986,"https://fbref.com/en/players/ecada4fc/Keylor-Navas",16.7,17,17,1504,16.7,15,0.9,69,55,79.7,11,4,2,6,35.3,1,1,0,0,0,15,1,0,2,0,15.6,0.21,0.6,0.04,36,71,50.7,340,84,16.5,27.1,118,12.7,23,127,7,5.5,11,0.66,13.7,417,458,91,9680,5449,121,121,100,187,190,98.4,108,146,74,0,0,0,0,0,0,0,0
2022,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","28-215",1993,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",0.3,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,NA,0,0,0,0,NA,1,0,0,0,0,1.1,0.41,0.1,0.52,2,3,66.7,8,1,37.5,32.3,0,NA,NA,4,0,0,1,3.91,18.3,7,8,87.5,204,116,1,1,100,3,3,100,3,4,75,0,0,0,0,0,0,0,0
2022,"Rayo Vallecano","La Liga","Luca Zidane","FRA","GK,MF","23-326",1998,"https://fbref.com/en/players/c818c4d9/Luca-Zidane",6.2,7,7,555,6.2,9,1.46,31,22,71,0,1,6,0,0,0,0,0,0,NA,9,0,0,1,0,9,0.29,0,0.01,47,95,49.5,155,37,42.6,38.1,46,63,50,49,4,8.2,2,0.32,12.4,150,201,74.6,4849,3385,27,27,100,61,62,98.4,62,112,55.4,0,0,0,0,2,0,0,0
2022,"Rayo Vallecano","La Liga","Stole Dimitrievski","MKD","GK","28-100",1993,"https://fbref.com/en/players/fc70e345/Stole-Dimitrievski",22.8,23,22,2052,22.8,27,1.18,83,63,75.9,9,5,8,6,27.3,9,7,2,0,22.2,27,7,0,4,1,30.2,0.28,4.2,0.18,159,452,35.2,523,106,60.6,48.2,170,79.4,59.2,184,18,9.8,9,0.39,12.4,389,693,56.1,14953,10857,61,61,100,120,124,96.8,207,506,40.9,0,0,0,0,15,0,0,0
2022,"RB Leipzig","Bundesliga","Josep Martinez","ESP","GK","23-312",1998,"https://fbref.com/en/players/11d8aff0/Josep-Martinez",1,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,NA,3,0,0,0,0,1.9,0.48,-1.1,-1.09,2,5,40,15,1,26.7,35.1,7,14.3,34.3,3,0,0,3,3,26.5,19,22,86.4,543,419,1,1,100,12,12,100,6,9,66.7,0,0,0,0,1,0,0,0
2022,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","31-333",1990,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi",27,27,27,2430,27,28,1.04,88,64,71.6,14,6,7,7,25.9,3,3,0,0,0,28,3,0,6,1,29.2,0.31,2.2,0.08,123,315,39,772,118,32.6,33.3,165,38.2,35.3,191,8,4.2,36,1.33,17.9,734,937,78.3,19637,10350,175,175,100,340,345,98.6,213,411,51.8,0,0,0,0,11,2,0,2
2022,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","29-328",1992,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois",30,30,30,2700,30,26,0.87,103,78,76.7,21,6,3,12,40,3,2,1,0,33.3,26,2,0,2,0,29.8,0.27,3.8,0.13,96,267,36,775,159,24.8,31.9,168,44.6,40.5,266,24,9,18,0.6,14.5,762,943,80.8,19559,10349,137,137,100,424,425,99.8,197,377,52.3,0,0,0,0,3,0,0,1
2022,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","27-011",1995,"https://fbref.com/en/players/374ee424/Alex-Remiro",26,26,26,2340,26,24,0.92,78,56,73.1,11,9,6,16,61.5,4,3,1,0,25,24,3,1,4,0,26,0.29,2,0.08,203,426,47.7,748,94,42.1,36.4,181,61.3,48.8,234,19,8.1,29,1.12,16.2,692,929,74.5,21264,13347,147,148,99.3,282,285,98.9,263,496,53,0,0,0,0,11,0,0,0
2022,"Real Sociedad","La Liga","Mathew Ryan","AUS","GK","29-361",1992,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan",3,3,3,270,3,5,1.67,15,11,73.3,2,0,1,1,33.3,1,1,0,0,0,5,1,0,3,0,5,0.28,0,0.01,20,58,34.5,88,14,51.1,42.2,19,68.4,49.3,36,4,11.1,1,0.33,14.2,68,107,63.6,2178,1317,11,11,100,29,29,100,28,67,41.8,0,0,0,0,1,0,0,0
2022,"Reims","Ligue 1","Predrag Rajkovic","SRB","GK","26-155",1995,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic",30,30,30,2700,30,32,1.07,109,82,74.3,8,12,10,10,33.3,6,4,1,1,20,32,4,2,6,1,30.9,0.25,-0.1,0,153,427,35.8,763,153,41.5,38.8,209,52.6,43.1,293,23,7.8,35,1.17,16.3,679,972,69.9,20296,11560,117,117,100,270,277,97.5,285,569,50.1,0,0,0,1,13,0,0,0
